word,index,occurance
Kevin,9447,6
installation,9448,6
hemorrhaging,9449,6
"75,000",9450,6
Sources,9451,6
unused,9452,6
monopolies,9453,6
splitting,9454,6
Signal,9455,6
across-the-board,9456,6
1949,9457,6
rampant,9458,6
cameras,9459,6
Had,9460,6
ESPN,9461,6
company-owned,9462,6
logical,9463,6
Combined,9464,6
Buddy,9465,6
Bancroft,9466,6
hotel-casino,9467,6
observes,9468,6
outlined,9469,6
Projects,9470,6
proliferation,9471,6
Armco,9472,6
Kerry,9473,6
2007,9474,6
artificially,9475,6
Hedges,9476,6
Exploration,9477,6
decreased,9478,6
1.06,9479,6
Production,9480,6
contemplating,9481,6
poorer,9482,6
monitors,9483,6
cup,9484,6
Yankee,9485,6
"80,000",9486,6
undeveloped,9487,6
Shere,9488,6
Metall,9489,6
IG,9490,6
Paterson,9491,6
applause,9492,6
thoughts,9493,6
repression,9494,6
gerrymandering,9495,6
aroused,9496,6
aggregates,9497,6
incorrect,9498,6
Karen,9499,6
secretaries,9500,6
fix,9501,6
revoke,9502,6
underwear,9503,6
82,9504,6
Eidsmo,9505,6
courthouse,9506,6
pale,9507,6
unprofitable,9508,6
naczelnik,9509,6
dependents,9510,6
FOR,9511,6
arose,9512,6
medication,9513,6
Cie.,9514,6
mail-order,9515,6
Maurice,9516,6
Singer,9517,6
Rural,9518,6
regained,9519,6
Hispanics,9520,6
Chambers,9521,6
loath,9522,6
mile,9523,6
vigorously,9524,6
conceptual,9525,6
F-14,9526,6
abundant,9527,6
Comsat,9528,6
arrogant,9529,6
Gatward,9530,6
Competition,9531,6
overdue,9532,6
wholly,9533,6
Dallas-based,9534,6
bran,9535,6
enemy,9536,6
insure,9537,6
66.7,9538,6
11.4,9539,6
20th,9540,6
chorus,9541,6
pot,9542,6
disappearance,9543,6
redemptions,9544,6
dependent,9545,6
televised,9546,6
fallout,9547,6
Burke,9548,6
extraordinarily,9549,6
painfully,9550,6
Ends,9551,6
potato,9552,6
Odds,9553,6
en,9554,6
unlawful,9555,6
focuses,9556,6
long-awaited,9557,6
Inflation,9558,6
Boyer,9559,6
deployed,9560,6
recycling,9561,6
Pierre,9562,6
hang,9563,6
Colgate-Palmolive,9564,6
reserved,9565,6
congressmen,9566,6
lab,9567,6
stressing,9568,6
Hoelzer,9569,6
shrank,9570,6
automated,9571,6
aged,9572,6
administrators,9573,6
educated,9574,6
reopened,9575,6
Died,9576,6
dislike,9577,6
planted,9578,6
printers,9579,6
Di,9580,6
bomb,9581,6
Leo,9582,6
gangs,9583,6
halls,9584,6
tumultuous,9585,6
statewide,9586,6
Tampa,9587,6
romantic,9588,6
sounded,9589,6
youngsters,9590,6
troop,9591,6
jurisdiction,9592,6
stops,9593,6
Rice,9594,6
Ambrosiano,9595,6
bone,9596,6
shutdown,9597,6
Unable,9598,6
surrendered,9599,6
Friends,9600,6
geography,9601,6
prosecuted,9602,6
unload,9603,6
Symbol,9604,6
NYSE,9605,6
takeover-stock,9606,6
bread-and-butter,9607,6
stone,9608,6
ancient,9609,6
Isler,9610,6
Legg,9611,6
Laurence,9612,6
sabotage,9613,6
fundamentally,9614,6
hypothetical,9615,6
rand,9616,6
Alvin,9617,6
advent,9618,6
Friday-the-13th,9619,6
Depending,9620,6
Ernest,9621,6
aids,9622,6
eighth,9623,6
backdrop,9624,6
preceding,9625,6
CAT,9626,6
refined,9627,6
similarity,9628,6
slew,9629,6
Senior,9630,6
Mead,9631,6
cater,9632,6
matches,9633,6
acquitted,9634,6
shirts,9635,6
peripheral,9636,6
crushed,9637,6
bounced,9638,6
cross-border,9639,6
39.55,9640,6
Honduras,9641,6
transformed,9642,6
Beth,9643,6
thwart,9644,6
distinguished,9645,6
Think,9646,6
trapped,9647,6
Institution,9648,6
dictator,9649,6
cheapest,9650,6
Abbie,9651,6
Kuwait,9652,6
Port,9653,6
worthy,9654,6
wipe,9655,6
harmful,9656,6
1.26,9657,6
coups,9658,6
frightened,9659,6
specialized,9660,6
dominance,9661,6
pipes,9662,6
Strong,9663,6
Elders,9664,6
incomes,9665,6
meals,9666,6
80486,9667,6
trap,9668,6
Messiah,9669,6
chooses,9670,6
mid-1990s,9671,6
tightening,9672,6
irony,9673,6
Detrex,9674,6
fights,9675,6
guideline,9676,6
disabled,9677,6
alleviate,9678,6
obligated,9679,6
Engineers,9680,6
frequency,9681,6
ports,9682,6
binge,9683,6
Boesel,9684,6
miners,9685,6
direct-mail,9686,6
Bradley,9687,6
Deputy,9688,6
weird,9689,6
1967,9690,6
brilliant,9691,6
affects,9692,6
refiners,9693,6
notable,9694,6
disclosures,9695,6
Estimates,9696,6
richer,9697,6
DaPuzzo,9698,6
Bradford,9699,6
Inland,9700,6
Kobe,9701,6
1965,9702,6
Marcus,9703,6
Burmah,9704,6
IAFP,9705,6
sliding,9706,6
Bare-Faced,9707,6
distorted,9708,6
bang,9709,6
bullets,9710,6
defaulted,9711,6
Harrison,9712,6
"350,000",9713,6
Oakes,9714,6
entrenched,9715,6
"16,000",9716,6
ringing,9717,6
"550,000",9718,6
facilitate,9719,6
disappears,9720,6
encourages,9721,6
traveled,9722,6
unwanted,9723,6
Wertheim,9724,6
"1,100",9725,6
Wilmington,9726,6
Princeton,9727,6
380,9728,6
unknown,9729,6
rulings,9730,6
unscrupulous,9731,6
provinces,9732,6
inception,9733,6
stockbrokers,9734,6
Against,9735,6
tag,9736,6
premises,9737,6
aspirations,9738,6
custody,9739,6
flaw,9740,6
swift,9741,6
gubernatorial,9742,6
bankrupt,9743,6
broad-based,9744,6
airplanes,9745,6
suing,9746,6
Neuberger,9747,6
Traub,9748,6
stays,9749,6
Eurodollar,9750,6
envy,9751,6
ordinance,9752,6
respectable,9753,6
rebuilding,9754,6
wheels,9755,6
Finnair,9756,6
brewer,9757,6
MacDonald,9758,6
strictly,9759,6
Mateo,9760,6
Poughkeepsie,9761,6
crystal,9762,6
Wellcome,9763,6
21.5,9764,6
hopefully,9765,6
17.5,9766,6
uncomfortable,9767,6
life-insurance,9768,6
downright,9769,6
billed,9770,6
House-passed,9771,6
Deere,9772,6
combines,9773,6
topics,9774,6
toilet,9775,6
holidays,9776,6
controllers,9777,6
instantly,9778,6
foam,9779,6
Salvador,9780,6
flooded,9781,6
episodes,9782,6
ceramic,9783,6
midyear,9784,6
7.60,9785,6
bacterium,9786,6
locally,9787,6
mainstay,9788,6
Dassault,9789,6
bottled,9790,6
Cathcart,9791,6
Rate,9792,6
recalled,9793,6
bargains,9794,6
crystals,9795,6
tilt,9796,6
Rafale,9797,6
additions,9798,6
jitters,9799,6
glare,9800,6
remark,9801,6
Matthews,9802,6
containers,9803,6
acid,9804,6
Dunn,9805,6
portrayed,9806,6
lens,9807,6
setbacks,9808,6
rear,9809,6
sink,9810,6
Chuck,9811,6
circulated,9812,6
insider-trading,9813,6
rig,9814,6
fastest,9815,6
weighed,9816,6
pretrial,9817,6
Ventures,9818,6
listings,9819,6
Basir,9820,6
pesetas,9821,6
Bumiputra,9822,6
Walters,9823,6
Pretax,9824,6
Shannon,9825,6
cosmetic,9826,6
Ian,9827,6
Cabernet,9828,6
Istat,9829,6
pitched,9830,6
Transit,9831,6
Westridge,9832,6
DDB,9833,6
Mideast,9834,6
single-A,9835,6
Atlas,9836,6
N.V,9837,6
billion-dollar,9838,6
utterly,9839,6
yielded,9840,6
Initial,9841,6
justices,9842,6
intensify,9843,6
skiers,9844,6
exhausted,9845,6
ACCOUNT,9846,6
identical,9847,6
assessed,9848,6
Agents,9849,6
Eurobonds,9850,6
gallons,9851,6
Kangyo,9852,6
DeVoe,9853,6
approves,9854,6
0.60,9855,6
wanting,9856,6
laser,9857,6
high-school,9858,6
Alley,9859,6
ENERGY,9860,6
hazard,9861,6
Manic,9862,6
NCAA,9863,6
Presidents,9864,6
Candela,9865,6
crossed,9866,6
Stevenson,9867,6
tip,9868,6
scare,9869,6
D'Arcy,9870,6
rumor,9871,6
youngest,9872,6
ABA,9873,6
386,9874,6
210,9875,6
Toubro,9876,6
Pickens,9877,6
inhibit,9878,6
anticipating,9879,6
verge,9880,6
discourage,9881,6
500-Stock,9882,6
convenient,9883,6
brunt,9884,6
Centers,9885,6
natural-gas,9886,6
nonrecurring,9887,6
1.32,9888,6
Knight,9889,6
38.5,9890,6
Tim,9891,6
Hasbro,9892,6
irrelevant,9893,6
inviting,9894,6
Reupke,9895,6
fronts,9896,6
lubricants,9897,6
Younkers,9898,6
Bougainville,9899,6
architectural,9900,6
summary,9901,6
sagged,9902,6
Boone,9903,6
Barron,9904,6
Airbus,9905,6
awareness,9906,6
Lesk,9907,6
Lavelle,9908,6
spurring,9909,6
Albany,9910,6
Dodd,9911,6
fasteners,9912,6
hepatitis,9913,6
8.7,9914,6
situations,9915,6
Cynthia,9916,6
centerpiece,9917,6
Bakker,9918,6
gifts,9919,6
interior,9920,6
undercut,9921,6
Michelin,9922,6
Rumors,9923,6
Mortgage-Backed,9924,6
contacted,9925,6
jackets,9926,6
zip,9927,6
fanfare,9928,6
picket,9929,6
Gross,9930,6
haven,9931,6
Violin,9932,6
mega-issues,9933,6
merchandising,9934,6
Cela,9935,6
177,9936,6
US,9937,6
punish,9938,6
Saul,9939,6
manipulate,9940,6
Milwaukee,9941,6
fund-raising,9942,6
Initiative,9943,6
mink,9944,6
rocket,9945,6
judiciary,9946,6
Lowe,9947,6
Durkin,9948,6
barometer,9949,6
beaten,9950,6
dialysis,9951,6
Einhorn,9952,6
implication,9953,6
sharper,9954,6
craze,9955,6
Washington-based,9956,6
Rogers,9957,6
proves,9958,6
Anything,9959,6
Clearing,9960,6
8.35,9961,6
accumulated,9962,6
chefs,9963,6
1929,9964,6
spacecraft,9965,6
recreation,9966,6
fabrication,9967,6
Century,9968,6
surveillance,9969,6
estimating,9970,6
assassinations,9971,6
expenditure,9972,6
mentality,9973,6
deadlines,9974,6
adjacent,9975,6
Gerard,9976,6
prisoner,9977,6
Virgin,9978,6
habits,9979,6
disgorge,9980,6
Adams,9981,6
1.82,9982,6
CEO,9983,6
attraction,9984,6
resident,9985,6
duo,9986,6
prepayment,9987,6
advertised,9988,6
editions,9989,6
workout,9990,6
Jayark,9991,6
Broderick,9992,6
homer,9993,6
Shops,9994,6
Beta,9995,6
conception,9996,6
Margins,9997,6
Deb,9998,6
namely,9999,6
Orders,10000,6
granting,10001,6
partially,10002,6
aligned,10003,6
rider,10004,6
robbed,10005,6
pleasure,10006,6
quote,10007,6
attributes,10008,6
Overseas,10009,6
face-to-face,10010,6
criticisms,10011,6
Amgen,10012,6
tritium,10013,6
skyrocketed,10014,6
Yorker,10015,6
Quina,10016,6
See,10017,6
del,10018,6
Owners,10019,6
tennis,10020,6
liquidate,10021,6
expelled,10022,6
motive,10023,6
flooding,10024,6
188,10025,6
deflator,10026,6
MIT,10027,6
prerogatives,10028,6
underscore,10029,6
resemble,10030,6
Esso,10031,6
Regulatory,10032,6
Ship,10033,6
postal,10034,6
20.5,10035,6
3.75,10036,6
Hatch,10037,6
Des,10038,6
lifting,10039,6
neat,10040,6
statutory,10041,6
Aluminum,10042,6
Thailand,10043,6
Downey,10044,6
Representative,10045,6
tenfold,10046,6
Assurance,10047,6
propaganda,10048,6
4.75,10049,6
Postal,10050,6
fossil,10051,6
acceptance,10052,6
abolish,10053,6
year-to-year,10054,6
inform,10055,6
prototype,10056,6
narrower,10057,6
enables,10058,6
salmonella,10059,6
nightmare,10060,6
crumbling,10061,6
shifted,10062,6
1.55,10063,6
switches,10064,6
seizure,10065,6
scramble,10066,6
Lower,10067,6
privatized,10068,6
privacy,10069,6
mph,10070,6
Tribune,10071,6
answered,10072,6
leap,10073,6
5\/16,10074,6
renewal,10075,6
Osaka,10076,6
Works,10077,6
dire,10078,6
Crude,10079,6
unloading,10080,6
explosive,10081,6
gun,10082,6
subscriber,10083,6
taping,10084,6
threaten,10085,6
Sandra,10086,6
Mail,10087,6
13.2,10088,6
Christies,10089,6
atoms,10090,6
Argentina,10091,6
shocked,10092,6
invitation,10093,6
defenses,10094,6
Cocom,10095,6
EPO,10096,6
deserves,10097,6
Barber,10098,6
attracts,10099,6
Zenith,10100,6
assure,10101,6
trademark,10102,6
scholar,10103,6
Nora,10104,6
journalism,10105,6
digital,10106,6
Pitney,10107,6
accountability,10108,6
Bowes,10109,6
commit,10110,6
reclaim,10111,6
eagerness,10112,6
visiting,10113,6
chartered,10114,6
bloody,10115,6
restricts,10116,6
9.8,10117,6
27.1,10118,6
Legent,10119,6
Hammack,10120,6
bounce,10121,6
Haskins,10122,6
14.5,10123,6
two-tier,10124,6
Marous,10125,6
shy,10126,6
workplace,10127,6
Fraser,10128,6
Game,10129,6
amusing,10130,6
ratified,10131,6
deteriorated,10132,6
reinvestment,10133,6
balls,10134,6
Kurt,10135,6
nonperforming,10136,6
trespass,10137,6
implied,10138,6
outlawed,10139,6
ducks,10140,6
erupted,10141,6
Basin,10142,6
Midwestern,10143,6
Reich,10144,6
venerable,10145,6
6.1,10146,6
smokers,10147,6
Aga,10148,6
dominates,10149,6
Asea,10150,6
limbo,10151,6
shots,10152,6
streamline,10153,6
torn,10154,6
exercises,10155,6
Figure,10156,6
endure,10157,6
girl,10158,6
Register,10159,6
Kim,10160,6
experimental,10161,6
nonexecutive,10162,6
flawed,10163,6
declare,10164,6
blessing,10165,6
benefiting,10166,6
50.3,10167,6
Boveri,10168,6
poorest,10169,6
Chiefs,10170,6
Tyler,10171,6
playwright,10172,6
Khan,10173,6
designers,10174,6
Joint,10175,6
high-grade,10176,6
adjuster,10177,6
communication,10178,6
silent,10179,6
112,10180,6
supposedly,10181,6
Cherokee,10182,6
Maria,10183,6
IFI,10184,6
lovely,10185,6
lower-than-expected,10186,6
selective,10187,6
KGB,10188,6
wasted,10189,6
WHO,10190,6
Brouwer,10191,6
dairy,10192,6
newcomers,10193,6
pour,10194,6
human-rights,10195,6
implicit,10196,6
Kirk,10197,6
doomed,10198,6
restoration,10199,6
inch,10200,6
Morgenzon,10201,6
Tesoro,10202,6
signature,10203,6
shoot,10204,6
Petco,10205,6
shaping,10206,6
loaded,10207,6
Wild,10208,6
compounded,10209,6
diplomats,10210,6
Sri,10211,6
examined,10212,6
Ferranti,10213,6
executions,10214,6
Eduard,10215,6
undo,10216,6
ambassador,10217,6
regular-season,10218,6
periodic,10219,6
consequence,10220,6
conferences,10221,6
harmony,10222,6
reruns,10223,6
contingent,10224,6
provoked,10225,6
recognizing,10226,6
Ohbayashi,10227,6
roadway,10228,6
worsening,10229,6
acknowledging,10230,6
undermined,10231,6
Firms,10232,6
Schaeffer,10233,6
composed,10234,6
obliged,10235,6
revamping,10236,5
treatments,10237,5
Year-earlier,10238,5
big-ticket,10239,5
disk-drive,10240,5
awaited,10241,5
condemn,10242,5
touted,10243,5
subminimum,10244,5
dunes,10245,5
20.125,10246,5
62.875,10247,5
Peasants,10248,5
Oak,10249,5
looming,10250,5
embraces,10251,5
reins,10252,5
frantically,10253,5
achieving,10254,5
knowledgeable,10255,5
reviewed,10256,5
due-process,10257,5
excited,10258,5
Reinvestment,10259,5
dramatically,10260,5
fractionally,10261,5
diplomat,10262,5
Unice,10263,5
connecting,10264,5
entice,10265,5
anti-government,10266,5
contemplated,10267,5
go-ahead,10268,5
1.27,10269,5
Maier,10270,5
Hallwood,10271,5
Pratt,10272,5
triggering,10273,5
gentle,10274,5
marketable,10275,5
220,10276,5
arrives,10277,5
Fairfield,10278,5
excesses,10279,5
decisive,10280,5
Deseret,10281,5
pile,10282,5
10th,10283,5
12.3,10284,5
mode,10285,5
civilian,10286,5
Sharpshooter,10287,5
Agreement,10288,5
Tenneco,10289,5
confined,10290,5
Whittington,10291,5
fold,10292,5
burning,10293,5
20.9,10294,5
Ngoc,10295,5
pinpoint,10296,5
Vancouver,10297,5
Lancaster,10298,5
openness,10299,5
supplemental,10300,5
updating,10301,5
instructed,10302,5
initiate,10303,5
lion,10304,5
surprises,10305,5
reimburse,10306,5
intriguing,10307,5
revolving,10308,5
Retin-A,10309,5
Anglia,10310,5
Vitro,10311,5
Danny,10312,5
11.7,10313,5
taxi,10314,5
Fletcher,10315,5
B.V.,10316,5
concentration,10317,5
rhythm,10318,5
clever,10319,5
Challenge,10320,5
borders,10321,5
Brent,10322,5
Try,10323,5
realty,10324,5
novelist,10325,5
Shanghai,10326,5
legitimacy,10327,5
airwaves,10328,5
blanket,10329,5
Camp,10330,5
ringer,10331,5
aggravated,10332,5
Commerzbank,10333,5
Fleischmann,10334,5
Older,10335,5
Higher,10336,5
Princeton\/Newport,10337,5
semiannually,10338,5
oddly,10339,5
tangible,10340,5
annoyed,10341,5
peculiar,10342,5
suspicious,10343,5
volunteer,10344,5
ropes,10345,5
festival,10346,5
teeth,10347,5
churches,10348,5
Hibor,10349,5
counterrevolutionary,10350,5
Frankly,10351,5
wooden,10352,5
Edgar,10353,5
Claiborne,10354,5
slopes,10355,5
5\/32,10356,5
Disabilities,10357,5
environments,10358,5
Byrd,10359,5
disorder,10360,5
Opera,10361,5
supportive,10362,5
141.70,10363,5
strengths,10364,5
1.5765,10365,5
prohibition,10366,5
Gargan,10367,5
tally,10368,5
Faced,10369,5
payouts,10370,5
arrival,10371,5
Troubled,10372,5
capitalist,10373,5
Yang,10374,5
reminded,10375,5
presumed,10376,5
Studies,10377,5
enforcers,10378,5
Broker,10379,5
vicar,10380,5
prepayments,10381,5
dressed,10382,5
lonely,10383,5
outrage,10384,5
Gruberova,10385,5
outperform,10386,5
Traviata,10387,5
176,10388,5
desired,10389,5
liberals,10390,5
intermediate,10391,5
chemists,10392,5
Schneider,10393,5
whatsoever,10394,5
futures-related,10395,5
tossed,10396,5
Ernst,10397,5
non-recurring,10398,5
unexplained,10399,5
treats,10400,5
Jerusalem,10401,5
Fiscal,10402,5
Glass,10403,5
Re,10404,5
vodka,10405,5
rescind,10406,5
relation,10407,5
ai,10408,5
fueling,10409,5
chairmen,10410,5
penetrate,10411,5
attractions,10412,5
sights,10413,5
deferring,10414,5
seizing,10415,5
Brunswick,10416,5
heated,10417,5
Purnick,10418,5
14.3,10419,5
Fleming,10420,5
Shale,10421,5
briefing,10422,5
reformer,10423,5
uprising,10424,5
midtown,10425,5
derivatives,10426,5
Beecham,10427,5
SmithKline,10428,5
dive,10429,5
clarify,10430,5
transmitted,10431,5
Mo.,10432,5
plumbing,10433,5
co-chairman,10434,5
inaccurate,10435,5
DRAMs,10436,5
Parents,10437,5
parental,10438,5
escrow,10439,5
vocal,10440,5
Idaho,10441,5
104,10442,5
Tenders,10443,5
morale,10444,5
10.3,10445,5
X-rays,10446,5
13-week,10447,5
disciplined,10448,5
rays,10449,5
Madrid,10450,5
footing,10451,5
Hawaiian,10452,5
urgency,10453,5
tremor,10454,5
Arlington,10455,5
Petroleos,10456,5
Fortunately,10457,5
NCNB,10458,5
demographic,10459,5
unrealistic,10460,5
Barnett,10461,5
SciMed,10462,5
Except,10463,5
Cawthorn,10464,5
severity,10465,5
market-share,10466,5
Posner,10467,5
define,10468,5
rewarding,10469,5
cemetery,10470,5
2683.20,10471,5
Prentice,10472,5
Anacomp,10473,5
Wine,10474,5
juries,10475,5
Dogs,10476,5
S.C,10477,5
Canelo,10478,5
Tariff,10479,5
rooted,10480,5
Surely,10481,5
imaginative,10482,5
snow,10483,5
leaks,10484,5
elusive,10485,5
commissioners,10486,5
Sikes,10487,5
timidity,10488,5
soap,10489,5
Earthquake,10490,5
gently,10491,5
chasing,10492,5
Enron,10493,5
zone,10494,5
9.4,10495,5
double-decker,10496,5
Katzenstein,10497,5
Hines,10498,5
mundane,10499,5
Randy,10500,5
assessing,10501,5
corners,10502,5
death-penalty,10503,5
occurring,10504,5
Week,10505,5
richest,10506,5
alarmed,10507,5
resistant,10508,5
viewpoint,10509,5
ADRs,10510,5
computerizing,10511,5
jumping,10512,5
Guaranty,10513,5
Anheuser-Busch,10514,5
satisfying,10515,5
Purchasing,10516,5
booked,10517,5
141.52,10518,5
1.8353,10519,5
Elliott,10520,5
Platt,10521,5
eases,10522,5
donating,10523,5
unfilled,10524,5
Yield,10525,5
accuracy,10526,5
Litvack,10527,5
outflow,10528,5
vendors,10529,5
Customs,10530,5
Amid,10531,5
numbered,10532,5
exceptionally,10533,5
reinvested,10534,5
Kuala,10535,5
Country,10536,5
withheld,10537,5
infant,10538,5
Garth,10539,5
Mitsukoshi,10540,5
Jews,10541,5
symbolic,10542,5
commanding,10543,5
Carson,10544,5
FileNet,10545,5
hinder,10546,5
Ariz,10547,5
wrapped,10548,5
graduate,10549,5
hires,10550,5
6.90,10551,5
Student,10552,5
Revolution,10553,5
endless,10554,5
topple,10555,5
Barclay,10556,5
YOU,10557,5
candidacy,10558,5
767,10559,5
HyperCard,10560,5
Consultants,10561,5
supply-side,10562,5
dawn,10563,5
roadways,10564,5
Story,10565,5
dial,10566,5
Lumpur,10567,5
Beghin-Say,10568,5
10.1,10569,5
2.60,10570,5
N,10571,5
earthquake-related,10572,5
distributions,10573,5
Olympic,10574,5
publicist,10575,5
325,10576,5
Dayton,10577,5
multibillion-dollar,10578,5
modify,10579,5
infection,10580,5
Scandinavian,10581,5
solo,10582,5
Tramp,10583,5
Victorian,10584,5
Blockbuster,10585,5
hangs,10586,5
dangers,10587,5
populated,10588,5
fluid,10589,5
four-year-old,10590,5
condemned,10591,5
blind,10592,5
Flom,10593,5
austerity,10594,5
submarine,10595,5
clobbered,10596,5
outpaced,10597,5
motivated,10598,5
J.P.,10599,5
Bailey,10600,5
370,10601,5
2.80,10602,5
2.87,10603,5
Legislation,10604,5
oversee,10605,5
explicit,10606,5
buckle,10607,5
wives,10608,5
burglary,10609,5
chocolate,10610,5
cocktail,10611,5
disappeared,10612,5
setup,10613,5
fax,10614,5
presentations,10615,5
high-profile,10616,5
awards,10617,5
poised,10618,5
concluding,10619,5
bowed,10620,5
usage,10621,5
IFAR,10622,5
distressed,10623,5
Rainbow,10624,5
Leigh-Pemberton,10625,5
towel,10626,5
W.R.,10627,5
Ruder,10628,5
weeklong,10629,5
8.53,10630,5
0.03,10631,5
crocidolite,10632,5
Lorillard,10633,5
bureaucrat,10634,5
quieted,10635,5
accepts,10636,5
orderly,10637,5
colonial,10638,5
forming,10639,5
asbestos-related,10640,5
pullback,10641,5
span,10642,5
supervision,10643,5
CDL,10644,5
ignorance,10645,5
hung,10646,5
pediatric,10647,5
contraceptive,10648,5
longest,10649,5
supervising,10650,5
Reproductive,10651,5
misses,10652,5
essence,10653,5
bleeding,10654,5
break-even,10655,5
invests,10656,5
profoundly,10657,5
Work,10658,5
addresses,10659,5
slim,10660,5
Leipzig,10661,5
self-employed,10662,5
pioneer,10663,5
eroded,10664,5
remembered,10665,5
extortion,10666,5
"11,000",10667,5
Output,10668,5
Beefeater,10669,5
prop,10670,5
tacked,10671,5
low-priced,10672,5
mint,10673,5
battery-operated,10674,5
Stronach,10675,5
Freind,10676,5
Asahi,10677,5
Canaan,10678,5
570,10679,5
S.p.A.,10680,5
bankruptcy-court,10681,5
Guinea,10682,5
Foot,10683,5
struggles,10684,5
mania,10685,5
Behind,10686,5
battled,10687,5
Nutritional,10688,5
perfume,10689,5
affordable,10690,5
correction,10691,5
revealing,10692,5
Rockford,10693,5
unreasonable,10694,5
Cities\/ABC,10695,5
applies,10696,5
overstate,10697,5
Sherman,10698,5
Automated,10699,5
complicate,10700,5
supercomputers,10701,5
presumably,10702,5
thriving,10703,5
Authorities,10704,5
intellectual-property,10705,5
heir,10706,5
construct,10707,5
mold,10708,5
Carla,10709,5
longing,10710,5
bitterly,10711,5
touchy,10712,5
realization,10713,5
deductibility,10714,5
repairing,10715,5
Volkswagen,10716,5
cocaine,10717,5
pose,10718,5
1.54,10719,5
"17,000",10720,5
Fla,10721,5
confessed,10722,5
Isaac,10723,5
Poodle,10724,5
providers,10725,5
homosexual,10726,5
bearings,10727,5
Taiwanese,10728,5
sentencing,10729,5
165,10730,5
Made,10731,5
organized-crime,10732,5
SKF,10733,5
specialize,10734,5
emphasizing,10735,5
Rubber,10736,5
law-enforcement,10737,5
Peugeot,10738,5
entrepreneurial,10739,5
lottery,10740,5
Yamamoto,10741,5
sorry,10742,5
omnibus,10743,5
senator,10744,5
persist,10745,5
map,10746,5
sexual,10747,5
inclusion,10748,5
non-profit,10749,5
shortcomings,10750,5
family-planning,10751,5
Productions,10752,5
flags,10753,5
manufactures,10754,5
3.23,10755,5
permitting,10756,5
uptick,10757,5
Jennison,10758,5
Wheeler,10759,5
eliminates,10760,5
doorstep,10761,5
Ala.,10762,5
Failure,10763,5
Store,10764,5
seal,10765,5
foreign-currency,10766,5
Paramount-MCA,10767,5
747,10768,5
resembles,10769,5
disclosing,10770,5
committing,10771,5
dating,10772,5
Isabella,10773,5
assertions,10774,5
Often,10775,5
Ramirez,10776,5
clerks,10777,5
virtual,10778,5
shoe,10779,5
laughing,10780,5
Touche,10781,5
Erich,10782,5
280,10783,5
supplement,10784,5
advertise,10785,5
mighty,10786,5
deferred,10787,5
Adolph,10788,5
Waste,10789,5
price-earnings,10790,5
emphasizes,10791,5
Mines,10792,5
yearly,10793,5
recycled,10794,5
robberies,10795,5
cart,10796,5
selecting,10797,5
Camden,10798,5
allowance,10799,5
arrests,10800,5
vault,10801,5
breath,10802,5
conditional,10803,5
materialize,10804,5
Newmark,10805,5
Kan.,10806,5
crashes,10807,5
glut,10808,5
weighing,10809,5
Tan,10810,5
boats,10811,5
Butler,10812,5
"55,000",10813,5
Battle,10814,5
auditors,10815,5
negligible,10816,5
computer-aided,10817,5
tops,10818,5
LSI,10819,5
